date,ozone,pm25,co
1999-07-01,0.012023714285714282,20.0,1.3006864999999996
1999-07-02,0.027699249999999842,23.899999999999917,0.9581935624999983
1999-07-03,0.04396874999999998,36.69999999999992,1.1944444666666665
1999-07-04,0.035161500000000026,39.0,1.0815476875
1999-07-05,0.03835937500000018,28.171428571428475,0.9395833125000008
1999-07-06,0.051270875000000084,31.800000000000075,1.0661458124999996
1999-07-08,0.029165874999999685,9.08333333333333,0.8965719999999977
1999-07-09,0.038955142857142834,18.29999999999997,1.0451262000000001
1999-07-10,0.03454171428571423,17.599999999999973,0.9080356428571427
1999-07-11,0.023297428571428556,3.5999999999999734,0.6886905000000021
1999-07-13,0.02418062500000001,5.899999999999986,0.7788301250000003
1999-07-20,0.02505357142857148,11.899999999999963,1.0610703750000001
1999-07-23,0.036291833333333225,12.649999999999972,1.264843687500002
1999-07-26,0.04454833333333301,18.819999999999943,1.0036458125000005
1999-07-29,0.03859514285714278,24.019999999999865,1.4208445624999961
1999-07-31,0.05235128571428581,36.199999999999925,1.0509172500000001
1999-08-01,0.041464285714285426,21.32857142857153,0.9526041875000013
1999-08-02,0.03296642857142856,12.0,0.9191369375000008
1999-08-03,0.034810857142857136,9.60000000000001,0.8163156875
1999-08-04,0.03344314285714303,14.185714285714269,0.9000619999999995
1999-08-05,0.028333428571428575,19.20000000000002,1.0960464375000003
1999-08-06,0.037589142857142786,14.5,1.0233191875
1999-08-07,0.047535714285714216,10.316666666666688,0.8619791250000003
1999-08-08,0.045190714285714306,33.59999999999994,0.9335937500000003
1999-08-10,0.026017428571428792,7.942857142857214,0.8954546250000007
1999-08-13,0.026025714285714305,21.15555555555537,1.1047338750000057
1999-08-14,0.03878557142857141,17.099999999999966,1.111718687499999
1999-08-15,0.016047571428571435,10.700000000000022,0.9846353749999998
1999-08-16,0.023908714285714328,11.237499999999997,1.0629302500000004
1999-08-17,0.03334542857142857,32.599999999999945,1.1189439374999997
1999-08-18,0.030753999999999993,25.699999999999967,1.1140058750000004
1999-08-19,0.02298328571428553,8.08571428571429,0.9427082499999996
1999-08-21,0.013148857142857148,5.3,0.9213541874999995
1999-08-22,0.01244657142857141,5.599999999999987,0.9669271874999897
1999-08-23,0.02080885714285713,12.799999999999972,1.2659399375000002
1999-08-25,0.03274900000000022,13.810000000000048,1.097253812500004
1999-08-26,0.016279857142857148,12.700000000000026,1.2136118125000004
1999-08-27,0.027791571428571384,18.900000000000038,1.2476298749999999
1999-08-28,0.03641085714285723,32.00909090909098,1.0726563124999993
1999-08-29,0.03364285714285711,26.800000000000036,0.8690104375000002
1999-08-30,0.010583285714285738,4.600000000000009,0.7146069374999998
1999-08-31,0.019748142857142773,6.642857142857157,0.8421318750000009
1999-09-01,0.01745242857142858,5.799999999999996,0.9097876250000008
1999-09-02,0.014589285714285706,9.700000000000019,1.2640398749999988
